,EPIK,EPIRA+Kemeny,EPIRA+Copeland,EPIRA+Copeland_noWiG,EPIRA+Schulze,EPIRA+Borda,EPIRA+Maximin
0,4,0,15,15,6,4,0
1,14,6,0,4,0,9,6
2,6,4,4,1,4,0,4
3,1,1,1,3,1,1,1
4,9,10,3,0,3,6,3
5,3,3,6,6,10,3,7
6,5,15,5,5,5,15,8
7,15,5,10,10,9,10,9
8,8,7,9,9,8,8,15
9,7,8,8,8,15,7,2
10,10,9,7,7,7,5,5
11,11,14,14,14,14,14,10
12,12,11,12,12,12,12,11
13,0,12,13,13,2,13,12
14,13,13,11,11,13,2,13
15,2,2,2,2,11,11,14
16,16,17,17,17,17,17,16
17,17,19,16,16,16,16,17
18,18,16,19,19,19,19,18
19,19,18,18,18,18,18,19
