,EPIK,EPIRA+Kemeny,EPIRA+Copeland,EPIRA+Copeland_noWiG,EPIRA+Schulze,EPIRA+Borda,EPIRA+Maximin
0,19,13,19,19,5,13,5
1,13,7,13,13,13,19,13
2,14,5,7,7,19,7,19
3,5,19,8,8,12,5,12
4,7,12,14,14,14,14,14
5,12,8,5,5,6,12,15
6,8,14,12,12,7,8,6
7,17,9,17,17,8,17,7
8,6,17,9,9,17,15,8
9,11,6,11,11,9,6,9
10,9,11,6,6,11,9,10
11,3,3,18,18,15,18,18
12,15,15,15,15,3,11,1
13,18,18,2,2,18,10,11
14,2,2,3,3,2,2,17
15,10,10,10,10,10,3,0
16,1,1,1,1,1,4,2
17,16,16,16,16,16,0,3
18,4,4,4,4,4,16,4
19,0,0,0,0,0,1,16
