,fairness_aggregation@10,fairness_aggregation@20,fairness_aggregation@50,exposure_aggregation,R_par_results,kemeny_distance,consensus accuracy,topKparity
bestRankAggregated,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.11404752553575603,0.21428571428571427,0.33728070175438596,0.5381578947368421,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
borda_aggregation,-26.19047619047619,-9.523809523809526,23.809523809523803,-0.21373845834014246,0.7380952380952381,0.2872807017543859,0.5460526315789473,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
exponential_enhanced_borda,-26.19047619047619,-9.523809523809526,23.809523809523803,-0.2009957264589023,0.7142857142857143,0.2890350877192982,0.5521929824561403,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
exponential_weighting,-26.19047619047619,-9.523809523809526,23.809523809523803,-0.19783526903646723,0.6666666666666666,0.2899122807017544,0.5521929824561403,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
highest_rank,-26.19047619047619,-9.523809523809526,7.142857142857146,-0.18979176920041602,0.38095238095238093,0.31271929824561406,0.5109649122807017,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
lowest_rank,-26.19047619047619,-9.523809523809526,7.142857142857146,-0.20529527897980307,0.7142857142857143,0.3021929824561404,0.4951754385964912,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
mc4_aggregator,-26.19047619047619,-9.523809523809526,23.809523809523803,-0.21428482052498254,0.7380952380952381,0.2864035087719298,0.531140350877193,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
robust_aggregation,-26.19047619047619,-9.523809523809526,7.142857142857146,-0.20514661561384265,0.6904761904761905,0.29692982456140354,0.487280701754386,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
round_robin,-42.857142857142854,-26.19047619047619,7.142857142857146,-0.026150428479042143,0.40476190476190477,0.32412280701754387,0.5267543859649123,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
stability_enhanced_borda,-26.19047619047619,-9.523809523809526,23.809523809523803,-0.21744527794741764,0.7857142857142857,0.2890350877192982,0.5407894736842105,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
stability_selection,-26.19047619047619,-9.523809523809526,40.47619047619049,-0.22676205868146485,0.8571428571428571,0.2951754385964912,0.49605263157894736,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
MC1Fair,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.09275529723372944,0.023809523809523808,0.37061403508771934,0.5083333333333333,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
MC2Fair,-42.857142857142854,-42.857142857142854,7.142857142857146,0.04440464573313502,0.047619047619047616,0.33728070175438596,0.5381578947368421,"[False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
MC2,-26.19047619047619,-9.523809523809526,23.809523809523803,-0.22343788478721965,0.7857142857142857,0.2864035087719298,0.49605263157894736,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
MC3Fair,-42.857142857142854,-42.857142857142854,-9.523809523809526,0.06077553717479617,0.19047619047619047,0.3162280701754385,0.5223684210526316,"[False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
MC3,-26.19047619047619,-9.523809523809526,23.809523809523803,-0.2009957264589023,0.7142857142857143,0.28903508771929826,0.5557017543859649,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
