,EPIK,EPIRA+Kemeny,EPIRA+Copeland,EPIRA+Copeland_noWiG,EPIRA+Schulze,EPIRA+Borda,EPIRA+Maximin
0,1,1,3,3,1,1,8
1,3,3,1,1,8,3,1
2,8,8,8,8,3,8,0
3,0,0,0,0,0,0,3
4,9,9,9,9,5,9,5
5,11,11,12,12,9,6,6
6,5,6,11,11,11,12,7
7,6,5,6,6,6,11,9
8,7,7,2,2,7,5,2
9,14,12,7,7,2,7,4
10,12,2,5,5,12,2,10
11,13,14,14,14,14,4,12
12,2,10,13,13,4,10,11
13,4,13,10,10,10,13,13
14,10,4,4,4,13,14,14
15,15,15,15,15,15,15,15
16,16,16,16,16,16,17,16
17,17,17,17,17,17,16,17
18,18,18,18,18,18,18,18
19,19,19,19,19,19,19,19
