,fairness_rankers@10,fairness_rankers@20,fairness_rankers@50,exposure_rankers,R_par_rankers
ranker 1,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.11886710088815311,0.3333333333333333
ranker 2,-26.19047619047619,-9.523809523809526,7.142857142857146,-0.1745634585260247,0.47619047619047616
ranker 3,-26.19047619047619,-26.19047619047619,7.142857142857146,-0.13344270305383166,0.42857142857142855
ranker 4,-26.19047619047619,-9.523809523809526,7.142857142857146,-0.17441479516006428,0.4523809523809524
ranker 5,-26.19047619047619,-26.19047619047619,7.142857142857146,-0.13344270305383166,0.42857142857142855
ranker 6,-26.19047619047619,-9.523809523809526,7.142857142857146,-0.17312524273637134,0.47619047619047616
ranker 7,-26.19047619047619,-9.523809523809526,23.809523809523803,-0.2209947315264576,0.7142857142857143
ranker 8,-26.19047619047619,-26.19047619047619,7.142857142857146,-0.14618543493507175,0.4523809523809524
ranker 9,-26.19047619047619,-9.523809523809526,7.142857142857146,-0.1679960380333454,0.35714285714285715
ranker 10,-26.19047619047619,-9.523809523809526,23.809523809523803,-0.21671042372304647,0.7619047619047619
ranker 11,-26.19047619047619,-9.523809523809526,7.142857142857146,-0.16040182183942434,0.2619047619047619
ranker 12,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.10087801231561483,0.11904761904761904
