,fairness_rankers@10,fairness_rankers@20,fairness_rankers@50,exposure_rankers,R_par_rankers
ranker 1,-42.857142857142854,-42.857142857142854,-9.523809523809526,0.020798623513780812,0.4523809523809524
ranker 2,-42.857142857142854,-42.857142857142854,-26.19047619047619,0.06225261248549005,0.21428571428571427
ranker 3,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.12518880333513782,0.5
ranker 4,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.12518880333513782,0.5
ranker 5,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.12518880333513782,0.5
ranker 6,-42.857142857142854,-26.19047619047619,-9.523809523809526,-0.006141184287518753,0.47619047619047616
ranker 7,-26.19047619047619,-26.19047619047619,7.142857142857146,-0.16536702125156877,0.7142857142857143
ranker 8,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.12518880333513782,0.5
ranker 9,-26.19047619047619,-9.523809523809526,7.142857142857146,-0.18586244500173307,0.6428571428571429
ranker 10,-42.857142857142854,-26.19047619047619,-9.523809523809526,-0.004865413232240545,0.4523809523809524
ranker 11,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.12391303227985961,0.47619047619047616
ranker 12,-42.857142857142854,-42.857142857142854,-9.523809523809526,0.033541355395020955,0.42857142857142855
