,EPIK,EPIRA+Kemeny,EPIRA+Copeland,EPIRA+Copeland_noWiG,EPIRA+Schulze,EPIRA+Borda,EPIRA+Maximin
0,9,9,8,8,8,8,6
1,3,8,9,9,7,6,8
2,5,3,3,5,3,3,3
3,8,5,2,0,2,2,0
4,2,2,5,3,5,0,2
5,0,0,0,2,0,5,5
6,6,6,6,6,1,1,1
7,1,1,1,1,9,9,4
8,13,13,7,7,6,7,7
9,7,7,4,4,13,11,9
10,19,11,13,13,4,13,11
11,11,4,11,11,11,4,12
12,4,10,10,10,10,10,13
13,10,14,12,12,12,12,10
14,14,12,14,14,14,15,15
15,12,17,18,18,16,14,16
16,18,18,17,17,15,16,14
17,15,16,15,15,18,18,17
18,17,15,16,16,17,17,18
19,16,19,19,19,19,19,19
