,EPIK,EPIRA+Kemeny,EPIRA+Copeland,EPIRA+Copeland_noWiG,EPIRA+Schulze,EPIRA+Borda,EPIRA+Maximin
0,5,8,8,8,7,7,4
1,7,5,4,5,4,4,7
2,0,4,5,0,5,5,5
3,8,0,0,1,0,0,0
4,1,7,1,4,8,1,8
5,4,1,7,7,3,3,3
6,3,3,3,3,1,8,9
7,10,6,9,9,9,10,10
8,9,10,10,10,10,9,11
9,6,9,6,6,6,2,1
10,2,2,2,2,2,6,2
11,13,13,13,13,11,11,6
12,11,11,11,11,13,13,13
13,12,15,15,15,12,12,15
14,15,14,14,14,15,15,17
15,14,12,12,12,14,14,12
16,16,16,16,16,16,16,14
17,17,17,17,17,17,17,16
18,18,18,18,18,18,18,18
19,19,19,19,19,19,19,19
