,EPIK,EPIRA+Kemeny,EPIRA+Copeland,EPIRA+Copeland_noWiG,EPIRA+Schulze,EPIRA+Borda,EPIRA+Maximin
0,7,6,6,6,6,6,6
1,0,7,7,7,7,7,7
2,6,0,0,1,0,0,0
3,2,2,2,4,2,2,2
4,1,1,1,5,1,1,4
5,4,4,4,3,4,4,1
6,5,5,5,0,5,3,3
7,3,3,3,2,3,5,5
8,8,9,9,9,8,8,8
9,9,8,8,8,9,9,9
10,10,10,10,10,10,10,10
11,12,11,11,11,11,11,11
12,11,12,12,12,12,12,12
13,15,15,15,15,15,15,13
14,13,13,13,13,13,13,14
15,16,14,14,14,14,14,15
16,14,16,16,16,16,16,16
17,17,17,17,17,17,17,17
18,18,18,18,18,18,18,18
19,19,19,19,19,19,19,19
