,fairness_rankers@10,fairness_rankers@20,fairness_rankers@50,exposure_rankers,R_par_rankers
ranker 1,-42.857142857142854,-42.857142857142854,-9.523809523809526,0.038523946057574365,0.35714285714285715
ranker 2,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.1357714589686536,0.38095238095238093
ranker 3,-26.19047619047619,-26.19047619047619,23.809523809523803,-0.18763389429090252,0.8333333333333334
ranker 4,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.09990353459648388,0.14285714285714285
ranker 5,-42.857142857142854,-42.857142857142854,-9.523809523809526,0.04380838442104806,0.21428571428571427
ranker 6,-26.19047619047619,-9.523809523809526,7.142857142857146,-0.19439168585186653,0.5
ranker 7,-26.19047619047619,-9.523809523809526,-9.523809523809526,-0.16885579428405756,0.5238095238095238
ranker 8,-42.857142857142854,-26.19047619047619,7.142857142857146,-0.0014522027748534727,0.30952380952380953
ranker 9,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.10429664163577662,0.16666666666666666
ranker 10,-26.19047619047619,-26.19047619047619,7.142857142857146,-0.14302191760298563,0.5714285714285714
ranker 11,-42.857142857142854,-42.857142857142854,-9.523809523809526,0.049067205852679374,0.19047619047619047
ranker 12,-26.19047619047619,-9.523809523809526,23.809523809523803,-0.20712814926424147,0.7857142857142857
