,EPIK,EPIRA+Kemeny,EPIRA+Copeland,EPIRA+Copeland_noWiG,EPIRA+Schulze,EPIRA+Borda,EPIRA+Maximin
0,18,6,18,18,6,18,6
1,6,18,2,5,2,2,2
2,0,2,6,6,3,6,3
3,3,5,5,2,18,3,18
4,5,3,3,1,1,5,1
5,16,0,1,3,5,1,5
6,1,1,0,0,7,0,7
7,9,9,15,15,14,15,14
8,15,15,9,9,9,9,17
9,13,17,17,17,0,17,4
10,2,14,14,14,17,14,8
11,17,13,13,13,12,7,9
12,14,12,8,8,13,13,10
13,12,8,7,7,8,8,12
14,4,4,12,12,15,12,13
15,11,11,19,19,19,19,16
16,19,19,11,11,11,10,19
17,7,7,4,4,4,11,0
18,8,16,16,16,16,4,11
19,10,10,10,10,10,16,15
