,EPIK,EPIRA+Kemeny,EPIRA+Copeland,EPIRA+Copeland_noWiG,EPIRA+Schulze,EPIRA+Borda,EPIRA+Maximin
0,10,6,18,18,6,18,6
1,3,2,2,5,2,2,2
2,1,5,5,3,3,3,3
3,0,3,3,2,18,5,18
4,18,0,1,1,1,1,1
5,5,1,6,6,5,0,5
6,9,18,0,0,7,6,7
7,15,9,15,15,14,15,14
8,6,15,9,9,9,9,17
9,17,17,17,17,0,17,4
10,14,14,14,14,17,14,8
11,13,13,13,13,12,7,9
12,8,12,8,8,13,13,10
13,2,8,7,7,8,8,12
14,7,4,12,12,15,12,13
15,4,11,19,19,19,19,16
16,11,19,11,11,11,10,19
17,19,7,4,4,4,11,0
18,12,16,16,16,16,4,11
19,16,10,10,10,10,16,15
