,MC3Fair
M01,1
M02,4
M03,3
M04,2
M05,17
M06,12
M07,8
M08,6
M09,16
M10,13
M11,15
M12,18
M13,20
M14,19
W01,5
W02,7
W03,9
W04,14
W05,10
W06,11
