,MC1Fair
M01,4
M02,2
M03,9
M04,3
M05,1
M06,5
M07,17
M08,7
M09,19
M10,6
M11,10
M12,8
M13,16
M14,20
W01,12
W02,18
W03,13
W04,15
W05,14
W06,11
