,MC3Fair
M01,6
M02,1
M03,2
M04,4
M05,3
M06,5
M07,15
M08,10
M09,17
M10,14
M11,16
M12,18
M13,19
M14,20
W01,9
W02,11
W03,13
W04,12
W05,7
W06,8
