,MC2Fair
M01,7
M02,1
M03,2
M04,5
M05,6
M06,9
M07,13
M08,10
M09,15
M10,14
M11,16
M12,17
M13,18
M14,20
W01,4
W02,11
W03,19
W04,12
W05,3
W06,8
