,MC1Fair
M01,4
M02,6
M03,2
M04,3
M05,5
M06,9
M07,1
M08,7
M09,8
M10,17
M11,18
M12,16
M13,20
M14,19
W01,12
W02,10
W03,15
W04,11
W05,13
W06,14
