,fairness_rankers@10,fairness_rankers@20,fairness_rankers@50,exposure_rankers,R_par_rankers
ranker 1,-26.19047619047619,-9.523809523809526,23.809523809523803,-0.21428482052498254,0.7380952380952381
ranker 2,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.11492177430911055,0.2857142857142857
ranker 3,-26.19047619047619,-26.19047619047619,7.142857142857146,-0.14147191693509287,0.5714285714285714
ranker 4,-26.19047619047619,-9.523809523809526,7.142857142857146,-0.1761370367928461,0.5
ranker 5,-26.19047619047619,-26.19047619047619,7.142857142857146,-0.142018279119933,0.5714285714285714
ranker 6,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.11151913419642118,0.21428571428571427
ranker 7,-26.19047619047619,-9.523809523809526,23.809523809523803,-0.19297372365156848,0.5238095238095238
ranker 8,-26.19047619047619,-26.19047619047619,7.142857142857146,-0.1516636772815577,0.5238095238095238
ranker 9,-26.19047619047619,-26.19047619047619,-26.19047619047619,-0.09028152656455657,0.09523809523809523
ranker 10,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.11664605527480632,0.42857142857142855
ranker 11,-26.19047619047619,-9.523809523809526,23.809523809523803,-0.2091363048376635,0.8095238095238095
ranker 12,-42.857142857142854,-26.19047619047619,23.809523809523803,-0.04819063011003638,0.6904761904761905
