,EPIK,EPIRA+Kemeny,EPIRA+Copeland,EPIRA+Copeland_noWiG,EPIRA+Schulze,EPIRA+Borda,EPIRA+Maximin
0,14,14,14,14,14,14,14
1,11,11,11,11,11,11,11
2,6,7,6,6,1,6,1
3,7,6,17,17,5,17,4
4,17,17,7,7,6,1,5
5,1,1,2,2,15,7,6
6,5,5,5,5,7,15,15
7,2,2,16,16,16,5,18
8,15,16,15,15,4,2,2
9,16,15,1,1,9,16,3
10,9,18,4,4,17,4,7
11,4,3,19,19,2,18,9
12,10,4,18,18,13,9,10
13,18,19,3,3,18,13,13
14,0,9,9,9,3,3,16
15,3,0,13,13,10,19,17
16,19,13,0,0,0,10,0
17,13,10,12,12,8,0,8
18,8,12,10,10,12,8,12
19,12,8,8,8,19,12,19
