,fairness_aggregation@10,fairness_aggregation@20,fairness_aggregation@50,exposure_aggregation,R_par_results,kemeny_distance,consensus accuracy,topKparity
bestRankAggregated,-42.857142857142854,-42.857142857142854,-26.19047619047619,0.07629514290246911,0.16666666666666666,0.43421052631578955,0.5087719298245614,"[False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
borda_aggregation,-42.857142857142854,-26.19047619047619,-9.523809523809526,0.03436027434705263,0.11904761904761904,0.4026315789473684,0.5508771929824562,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
exponential_enhanced_borda,-42.857142857142854,-26.19047619047619,-9.523809523809526,0.036390394101185886,0.16666666666666666,0.40087719298245617,0.5271929824561403,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
exponential_weighting,-42.857142857142854,-26.19047619047619,-9.523809523809526,0.036390394101185886,0.16666666666666666,0.40087719298245617,0.5236842105263158,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
highest_rank,-26.19047619047619,-9.523809523809526,7.142857142857146,-0.18652324004533088,0.42857142857142855,0.4517543859649123,0.46228070175438596,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
lowest_rank,-42.857142857142854,-42.857142857142854,-9.523809523809526,0.02568415949660008,0.30952380952380953,0.45526315789473687,0.5070175438596491,"[False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
mc4_aggregator,-42.857142857142854,-26.19047619047619,-26.19047619047619,0.04255020353740202,0.23809523809523808,0.40350877192982454,0.5096491228070176,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
robust_aggregation,-26.19047619047619,-9.523809523809526,7.142857142857146,-0.17850284950625306,0.23809523809523808,0.45263157894736844,0.5070175438596491,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
round_robin,-26.19047619047619,-26.19047619047619,7.142857142857146,-0.11310186870534433,0.0,0.4456140350877194,0.5114035087719299,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
stability_enhanced_borda,-42.857142857142854,-26.19047619047619,-9.523809523809526,0.023476159471230884,0.0,0.40350877192982454,0.4605263157894737,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
stability_selection,-26.19047619047619,-26.19047619047619,7.142857142857146,-0.12373188361932641,0.23809523809523808,0.41842105263157897,0.4824561403508772,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
MC1,-26.19047619047619,-26.19047619047619,7.142857142857146,-0.1314934966380516,0.0,0.5070175438596491,0.47982456140350876,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
MC2Fair,-26.19047619047619,-26.19047619047619,-26.19047619047619,-0.0845487437672311,0.11904761904761904,0.4096491228070176,0.5333333333333333,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
MC2,-42.857142857142854,-26.19047619047619,-26.19047619047619,0.04127443248212387,0.21428571428571427,0.3999999999999999,0.5263157894736842,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
MC3Fair,-42.857142857142854,-26.19047619047619,-9.523809523809526,0.028096798013991897,0.07142857142857142,0.4026315789473684,0.5403508771929825,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
MC3,-42.857142857142854,-26.19047619047619,-9.523809523809526,0.03436027434705263,0.11904761904761904,0.40175438596491225,0.5508771929824562,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
