,EPIK,EPIRA+Kemeny,EPIRA+Copeland,EPIRA+Copeland_noWiG,EPIRA+Schulze,EPIRA+Borda,EPIRA+Maximin
0,8,8,19,19,1,19,1
1,19,1,1,1,19,1,19
2,1,19,12,12,12,8,8
3,12,12,8,8,2,12,2
4,2,2,16,16,8,16,3
5,14,14,15,15,14,2,12
6,16,16,14,14,11,14,14
7,15,15,11,11,16,11,0
8,6,9,6,6,6,15,6
9,9,6,2,2,9,9,7
10,11,11,9,9,15,6,9
11,3,4,0,0,4,4,11
12,4,18,4,4,3,17,15
13,0,0,3,3,13,3,16
14,18,3,17,17,0,0,17
15,7,10,13,13,7,13,18
16,10,7,7,7,17,10,4
17,17,17,18,18,10,7,5
18,13,13,10,10,18,18,13
19,5,5,5,5,5,5,10
