,EPIK,EPIRA+Kemeny,EPIRA+Copeland,EPIRA+Copeland_noWiG,EPIRA+Schulze,EPIRA+Borda,EPIRA+Maximin
0,7,7,7,7,7,7,7
1,5,5,6,6,5,6,4
2,4,6,5,5,4,5,6
3,6,4,9,9,6,4,2
4,9,9,0,0,9,0,5
5,0,0,4,4,0,9,9
6,1,1,1,1,1,2,10
7,2,2,2,2,2,1,0
8,3,3,10,10,3,10,1
9,10,10,3,3,10,3,3
10,11,11,11,11,11,11,12
11,8,8,8,8,8,8,8
12,12,12,12,12,12,12,11
13,15,13,13,13,13,13,13
14,13,15,15,15,15,15,15
15,14,14,14,14,14,14,14
16,16,16,16,16,16,16,16
17,17,17,17,17,17,17,17
18,18,18,18,18,18,18,18
19,19,19,19,19,19,19,19
