,fairness_rankers@10,fairness_rankers@20,fairness_rankers@50,exposure_rankers,R_par_rankers
ranker 1,-42.857142857142854,-42.857142857142854,-9.523809523809526,0.04542313670069481,0.2857142857142857
ranker 2,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.12518880333513782,0.5
ranker 3,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.12518880333513782,0.5
ranker 4,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.12391303227985961,0.47619047619047616
ranker 5,-42.857142857142854,-42.857142857142854,-9.523809523809526,0.020798623513780812,0.4523809523809524
ranker 6,-42.857142857142854,-26.19047619047619,-9.523809523809526,-0.006141184287518753,0.47619047619047616
ranker 7,-26.19047619047619,-9.523809523809526,7.142857142857146,-0.18343684180366915,0.6190476190476191
ranker 8,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.12518880333513782,0.5
ranker 9,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.12518880333513782,0.5
ranker 10,-26.19047619047619,-9.523809523809526,7.142857142857146,-0.1923068290528684,0.7380952380952381
ranker 11,-42.857142857142854,-42.857142857142854,-9.523809523809526,0.020798623513780812,0.4523809523809524
ranker 12,-42.857142857142854,-42.857142857142854,-26.19047619047619,0.06225261248549005,0.21428571428571427
