,MC1Fair
M01,1
M02,3
M03,4
M04,12
M05,9
M06,2
M07,13
M08,14
M09,17
M10,16
M11,20
M12,15
M13,19
M14,18
W01,5
W02,6
W03,8
W04,7
W05,11
W06,10
