,EPIK,EPIRA+Kemeny,EPIRA+Copeland,EPIRA+Copeland_noWiG,EPIRA+Schulze,EPIRA+Borda,EPIRA+Maximin
0,1,6,0,0,6,6,6
1,2,0,6,6,0,0,0
2,6,1,1,2,1,1,1
3,12,2,2,1,2,2,2
4,7,3,7,7,3,3,3
5,8,7,3,3,7,8,5
6,3,8,8,8,8,7,7
7,0,5,5,5,5,5,8
8,4,9,9,9,4,4,9
9,9,4,4,4,9,9,4
10,5,10,10,10,10,10,10
11,10,11,11,11,11,11,11
12,11,12,12,12,12,12,12
13,13,13,13,13,13,13,13
14,14,14,14,14,14,14,14
15,16,15,15,15,15,15,15
16,15,16,16,16,16,16,16
17,17,17,17,17,17,17,17
18,18,18,18,18,18,18,18
19,19,19,19,19,19,19,19
