,fairness_rankers@10,fairness_rankers@20,fairness_rankers@50,exposure_rankers,R_par_rankers
ranker 1,-42.857142857142854,-42.857142857142854,-26.19047619047619,0.06225261248549005,0.21428571428571427
ranker 2,-42.857142857142854,-42.857142857142854,-26.19047619047619,0.06225261248549005,0.21428571428571427
ranker 3,-42.857142857142854,-42.857142857142854,-26.19047619047619,0.06225261248549005,0.21428571428571427
ranker 4,-42.857142857142854,-42.857142857142854,-26.19047619047619,0.06225261248549005,0.21428571428571427
ranker 5,-42.857142857142854,-42.857142857142854,-26.19047619047619,0.06225261248549005,0.21428571428571427
ranker 6,-42.857142857142854,-42.857142857142854,-26.19047619047619,0.06225261248549005,0.21428571428571427
ranker 7,-26.19047619047619,-26.19047619047619,-9.523809523809526,-0.12391303227985961,0.47619047619047616
ranker 8,-42.857142857142854,-26.19047619047619,-9.523809523809526,-0.006141184287518753,0.47619047619047616
ranker 9,-42.857142857142854,-42.857142857142854,-26.19047619047619,0.06225261248549005,0.21428571428571427
ranker 10,-26.19047619047619,-9.523809523809526,7.142857142857146,-0.18713821605701128,0.6666666666666666
ranker 11,-42.857142857142854,-42.857142857142854,-9.523809523809526,0.027243007564916155,0.35714285714285715
ranker 12,-42.857142857142854,-26.19047619047619,-9.523809523809526,-0.004865413232240545,0.4523809523809524
