,EPIK,EPIRA+Kemeny,EPIRA+Copeland,EPIRA+Copeland_noWiG,EPIRA+Schulze,EPIRA+Borda,EPIRA+Maximin
0,8,8,8,8,8,8,8
1,0,0,0,0,0,0,0
2,1,5,1,1,1,1,1
3,9,1,5,5,3,5,2
4,2,9,2,2,4,2,3
5,3,2,9,9,5,6,6
6,4,3,6,6,2,4,4
7,6,6,3,3,6,3,5
8,11,4,4,4,9,9,7
9,5,7,7,7,7,7,9
10,7,10,10,10,10,10,10
11,10,11,11,11,11,11,11
12,12,12,12,12,12,12,12
13,14,14,14,14,14,14,13
14,13,13,13,13,13,13,14
15,15,15,15,15,15,15,15
16,16,16,16,16,16,16,16
17,17,17,17,17,17,17,17
18,18,18,18,18,18,18,18
19,19,19,19,19,19,19,19
