,MC3Fair
M01,5
M02,6
M03,4
M04,2
M05,1
M06,3
M07,15
M08,7
M09,12
M10,18
M11,16
M12,17
M13,19
M14,20
W01,8
W02,9
W03,14
W04,11
W05,13
W06,10
